audio,Reference,Base_Pred,LoRA_Pred,Base_CER,LoRA_CER,Improved
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU008/SPK014KBSCU008F007.wav,이영하 씨는 음반과 함께 직접 출연한 뮤직비디오도 공개하는 등 가수로서의 변신에 열의를 보이고 있습니다,이영아 씨는 음방과 함께 직접 출연한 뮤직비디오도 공개하는 등 가수로스의 변신에 열의를 보이고 있습니다,이영하 씨는 음반과 함께 직접 출연한 뮤직비디오도 공개하는 등 가수로서의 변신에 열의를 보이고 있습니다,0.0682,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU006/SPK014KBSCU006F002.wav,그러자 온라인 상에선 메니에르 병의 증상과 같은 병을 앓았던 또 다른 스타들이 함께 주목받고 있습니다,그러자 온라인 상에서는 매니웨르병의 증상과 같은 병을 알았던 또 다른 스타들이 함께 주목받고 있습니다,그러자 온라인 상에선 메니에르 병의 증상과 같은 병을 알았던 또 다른 스타들이 함께 주목받고 있습니다,0.119,0.0238,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU006/SPK014KBSCU006F004.wav,메니에르 병은 십 만 명 중 네 명 꼴로 발병되는 희귀성 질환으로 난청 현기증 귀울림 등의 증상을 동반하는 것으로 알려져 있는데요,매니엘의 병은 10만명 중 4명꼴로 발병되는 희귀성 질환으로 난청 형기증 귀울림 등의 증상을 동반하는 것으로 알려져 있는데요,메니에르 병은 십 만 명 중 네 명 꼴로 발병되는 희귀성 질환으로 난청 현기증 귀울림 등의 증상을 동반하는 것으로 알려져 있는데요,0.1346,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU006/SPK014KBSCU006F005.wav,과거 배우 한지민 유지태 씨 가수 배일호 씨 등도 메니에르 병으로 연예 활동을 중단하거나 고통을 호소한 바 있습니다,과거 배우 한지민 유지태 씨 가수 베이로 씨 등도 매니엘 병으로 연예 활동을 중단하거나 고통을 호소한 바 있습니다,과거 배우 한지민 유지태 씨 가수 배일호 씨 등도 메니에르 병으로 연예 활동을 중단하거나 고통을 호소한 바 있습니다,0.1277,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU006/SPK014KBSCU006F001.wav,탤런트 박원숙 씨가 희귀병 중 하나인 메니에르 병을 앓고 있다고 밝혔습니다,탤런트 박원숙 씨가 희귀 병 중 하나인 매니엘 병을 앓고 있다고 밝혔습니다,텔런트 박원숙 씨가 희귀병 중 하나인 메니에르 병을 앓고 있다고 밝혔습니다,0.0968,0.0323,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU006/SPK014KBSCU006F003.wav,박원숙 씨는 지난 육 일 오후 방송된 교양 프로그램 같이 삽시다에 출연해 자신이 천 구백 팔십 삼 년부터 삼십 년이 넘도록 메니에르병으로 투병 중이라고 털어놨습니다,박원숙 씨는 지난 6일 오후 방송된 교양 프로그램 같이 삽시다에 주련해 자신이 1983년부터 30년이 넘도록 매니엘 병으로 투병 중이라고 털어놨습니다,박원숙 씨는 지난 육 일 오후 방송된 교양 프로그램 같이 삽시다에 출연해 자신이 천 구백 팔십 삼 년부터 삼십 년이 넘도록 메니에르 병으로 투병 중이라고 털어놨습니다,0.209,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU006/SPK014KBSCU006F006.wav,방송에서 박원숙 씨는 오른쪽 귀의 청력을 거의 잃어버렸다고 고백하면서도 다행히 왼쪽 귀에는 이상이 없다며 긍정적인 모습을 보여 시청자들의 격려와 응원이 잇따르고 있습니다,방송에서 박원숙 씨는 오른쪽 귀의 청력을 거의 잃어버렸다고 고백하면서도 다행히 왼쪽 귀에는 이상이 없다며 긍정적인 모습을 보여 시청자들의 경량과 응원이 잇따르고 있습니다,방송에서 박원숙 씨는 오른쪽 귀의 청력을 거의 잃어버렸다고 고백하면서도 다행히 왼쪽 귀에는 이상이 없다며 긍정적인 모습을 보여 시청자들의 격려와 응원이 잇따르고 있습니다,0.0411,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU009/SPK014KBSCU009F002.wav,이 시상식은 올해 칠십 일 회째를 맞는 영미권 주요 영화 행사로 상을 주관하는 영국영화 티 브이 예술아카데미는 어제 공식 홈페이지에 아가씨를 포함한 다섯 편의 후보작을 공개했습니다,이 시상식은 올해 71회째를 맞는 영미권 주요 영화행사로 상을 주관하는 영국 영화 TV 예술 아카데미는 어제 공식 홈페이지에 아가씨를 포함한 5편의 후보자가 공개했습니다,이 시상식은 올해 칠십 일 회째를 맞는 영미권 주요 영화 행사로 상을 주관하는 영국영화 티 브이 예술 아카데미는 어제 공식 홈페이지에 아가씨를 포함한 다섯 편의 후보작을 공개했습니다,0.1333,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU009/SPK014KBSCU009F004.wav,박찬욱 감독의 아가씨는 이천 십 육 년 개봉한 이래 제 육십 구 회 칸 국제영화제 경쟁부문 진출과 미국 엘 에이 비평가협회 외국어 영화상 수상 등 국제 무대에서 꾸준한 관심과 성과를 이어온 바 있어 또 한 번의 수상 가능성도 점쳐지고 있습니다,박찬욱 감독의 아가씨는 2016년 개봉한 이래 제69회 칸 국제영화제 경쟁부문 진출과 미국 LA 비평가협회 외국어 영화상 수상 등 국제무대에서 꾸준한 관심과 성과를 이어 온 바 있어 또 한 번의 수상 가능성도 점쳐지고 있습니다,박찬욱 감독의 아가씨는 이천 십 육 년 개봉한 이래 제 육십 구 회 칸 국제영화제 경쟁부문 진출과 미국 엘 에이 비평가협회 외국어 영화상 수상 등 국제 무대에서 꾸준한 관심과 성과를 이어온 바 있어 또 한 번의 수상 가능성도 점쳐지고 있습니다,0.1042,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU009/SPK014KBSCU009F005.wav,한편 박찬욱 감독은 최근 영국 비 비 씨 방송의 티 브이 드라마 연출을 맡아 올초 촬영을 시작할 것으로 알려져 이번 시상식 진출과 함께 현지에서의 입지도 더욱 공고해질 것으로 전망됩니다,한편 박찬욱 감독은 최근 영국 BBC 방송의 TV 드라마 연출을 맡아 울초 촬영을 시작할 것으로 알려져 이번 시상식 진출과 함께 현지에서의 입지도 더욱 공구해질 것으로 전망됩니다,한편 박찬욱 감독은 최근 영국 비비씨 방송의 티 브이 드라마 연출을 맡아 올초 촬영을 시작할 것으로 알려져 이번 시상식 진출과 함께 현지에서의 입지도 더욱 공고해질 것으로 전망됩니다,0.1067,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU009/SPK014KBSCU009F001.wav,박찬욱 감독의 영화 아가씨가 다음 달 십 팔 일 열리는 영국 아카데미 시상식에 외국어 영화상 후보로 선정됐습니다,박찬욱 감독의 영화 아가씨가 다음 달 18일 열리는 영국 아카데미 시상식의 외국어 영화상 후보로 선정됐습니다,박찬욱 감독의 영화 아가씨가 다음 달 십 팔 일 열리는 영국 아카데미 시상식에 외국어 영화상 후보로 선정됐습니다,0.0652,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU009/SPK014KBSCU009F003.wav,한국 영화가 영국 아카데미 시상식의 주요 부문에 후보로 오른 것은 이번이 처음인데요,한국 영화가 영국 아카데미 시상식의 주요 부문에 후보로 오른 것은 이번이 처음인데요,한국 영화가 영국 아카데미 시상식의 주요 부문에 후보로 오른 것은 이번이 처음인데요,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F010.wav,남편은 재작년 아흔 일곱 살로 숨질 때까지 현역으로 활동했습니다,남편은 재작년 97살로 숨질 때까지 현역으로 활동했습니다,남편은 재작년 아흔 일곱 살로 숨질 때까지 현역으로 활동했습니다,0.1481,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F009.wav,여동생 두 명도 프로 바둑기사고 남편도 프로 기사입니다,여동생 2명도 프로바둑기사고 남편도 프로기사입니다,여동생 두 명도 프로 바둑기사고 남편도 프로 기사입니다,0.0435,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F007.wav,도쿄에서는 일본에서 처음으로 지하철이 개통된 해이고 세계 공황이 시작되기 이 년전의 해이기도 합니다,도쿄에서는 일본에서 처음으로 지하철이 개통된 해입고 세계 공항이 시작되기 2년 전에 해입이기도 합니다,두쿄에서는 일본에서 처음으로 지하철이 개통된 해이고 세계 공항이 시작되기 인연 전에 해이기도 합니다,0.1163,0.1163,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F011.wav,스기우치 팔 단이 칠십 여년 동안 프로 생활을 하면서 쌓아올린 승리는 육백 이십 구 승,스기우치 팔단이 70여 년 동안 프로 생활을 하면서 쌓아올린 승리는 629승,스기우치 팔 단이 칠십 여 년 동안 프로 생활을 하면서 쌓아올린 승리는 육백 이십 구 승,0.2059,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F004.wav,여류 본인방전 본선 토너먼트 대국을 앞두고 웃음을 보이는 스기우치 팔 단,여류 본인방전 본선 토너먼트 대국을 앞두고 웃음을 보이는 스기우치 8단,여류 본인방전 본선 토너먼트 대국을 앞두고 웃음을 보이는 스기우치 팔 단,0.0333,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F001.wav,일본에는 아흔 두 살의 여성 현역 프로바둑기사가 있습니다,일본에는 92살의 여성 현역 프로바 두기사가 있습니다,일본에는 아흔 두 살의 여성 현역 프로바둑기사가 있습니다,0.1667,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F008.wav,그 후 열 다섯 살 때 프로에 입단했는데요,그 후 15살 때 프로에 입단했는데요,그 후 열 다섯 살 때 프로에 입단했는데요,0.1875,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F014.wav,다음 대국은 십 사 일인데요,다음 대국은 14일인데요,다음 대국은 십 사 일인데요,0.1818,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F005.wav,상대는 쉰 살이나 어린 오사와 나루미 사 단입니다,상대는 신살이 나어린 오사와 나룸이 사단입니다,상대는 쉰 살이나 어린 오사와 나루미 사단입니다,0.15,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F012.wav,일본 기원 여류기사로는 사상 최다 타이 기록입니다,일본 기원 16기사로는 사상 최다 타이 기록입니다,일본 기원 여류기사로는 사상 최다 타이 기록입니다,0.0952,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F015.wav,현역 최고령 여류 기사의 도전은 앞으로도 계속됩니다,현역 최고령 16이사의 도전은 앞으로도 계속됩니다,현역 최고령 여류 기사의 도전은 앞으로도 계속됩니다,0.1364,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F013.wav,이번 대국에서는 아쉽게 패배한 스기우치 팔 단,이번 대국에서는 아쉽게 패배한 스기우치 8단,이번 대국에서는 아쉽게 패배한 스기우치 팔 단,0.0526,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F003.wav,바둑 여류 타이틀 가운데서 서열이 가장 높은 여류본인방전 본선에 진출했습니다,바둑 여류 타이틀 가운데서 서열이 가장 높은 여류 본인방전 본선에 진출했습니다,바둑 여류 타이틀 가운데서 서열이 가장 높은 여류 본인방전 본선에 진출했습니다,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F002.wav,스기우치 가즈코 팔 단인데요,시규치 가지코 8단인데요,스기우치 가즈코 팔 단인데요,0.4167,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN036/SPK014KBSIN036F006.wav,스기우치 팔 단이 태어난 것은 천 구백 이십 칠 년,시규치 팔단이 태어난 것은 1927년,스기우치 팔 단이 태어난 것은 천 구백 이십 칠 년,0.4737,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN037/SPK014KBSIN037F003.wav,최근 러시아 정부는 가두리에 갇힌 고래들을 풀어줄 것을 명령했습니다,최근 러시아 정부는 가두리에 갇힌 고래들을 풀어줄 것을 명령했습니다,최근 러시아 정부는 가두리에 갇힌 고래들을 풀어줄 것을 명령했습니다,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN037/SPK014KBSIN037F004.wav,오 년째 운영 중인 이 고래 감옥 운영자들은 오호츠크 해역에서 고래들을 잡아와 국내외 수족관에 보내왔습니다,5년째 운영 중인 이 고래 감옥 운영자들은 오우측회역에서 고래들을 잡아와 국내외 수족관에 보내왔습니다,오년째 운영 중인 이 고래 감옥 운영자들은 오우치크 해역에서 고래들을 잡아와 국내외 수족관에 보내왔습니다,0.1111,0.0444,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN037/SPK014KBSIN037F007.wav,러시아에서 어린 고래의 포획은 엄격히 금지돼 있어서 최고 오 년 형에 처해질 수 있습니다,러시아에서 어린 고래의 포핵은 엄격히 금지되어 있어서 최고 5년형에 처해질 수 있습니다,러시아에서 어린 고래의 포획은 엄격히 금지되어 있어서 최고 오 년 형에 처해질 수 있습니다,0.1111,0.0556,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN037/SPK014KBSIN037F005.wav,그동안 러시아 법은 기업가가 동물을 포획하고 해외로 보내는 것을 허가했지만 작년부터 법이 바뀌었습니다,그동안 러시아 법은 기업가가 동물을 포획하고 해외로 보내는 것을 허가했지만 작년부터 법이 바뀌었습니다,그동안 러시아 법은 기업가가 동물을 포획하고 해외로 보내는 것을 허가했지만 작년부터 법이 바뀌었습니다,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN037/SPK014KBSIN037F002.wav,약 아흔 마리나 되는 흰고래 벨루가와 열 한 마리의 범고래들이 해상 가두리 속에 갇혀 있습니다,약 9마리나 되는 흰골의 벨루가와 11마리의 범골애들이 해상 가두리 속에 갇혀 있습니다,약 아흔 마리나 되는 흰고래 벨루가와 열 한 마리의 범고래들이 해상 가두리 속에 갇혀 있습니다,0.2105,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN037/SPK014KBSIN037F006.wav,조사결과 이곳의 일부 벨루가와 범고래들은 아직 한 살이 채 안 된 어린 고래들이었는데요,조사 결과 이곳의 일부 벨루가와 범골에들은 아직 한 살이 채 안 된 어린골에들이었는데요,조사결과 이곳의 일부 벨루가와 범고래들은 아직 한 살이 채 안 된 어린 고래들이었는데요,0.1111,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSIN037/SPK014KBSIN037F001.wav,러시아 나홋카 항 인근에 위치한 이곳은 이른바 고래 감옥으로 불리는 곳입니다,러시아 나호카항 인근에 위치한 이곳은 이른바 고래감옥으로 불리는 곳입니다,러시아 나호카 항 인근에 위치한 이곳은 이른바 고래 감옥으로 불리는 곳입니다,0.0312,0.0312,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU001/SPK014KBSCU001F002.wav,전년보다 수치가 감소했을 거라는 추측이 많았는데 한국 영화들의 뒷심이 뜻밖의 결과로 이어졌습니다,전년보다 수치가 감소했을 거라는 추측이 많았는데 한국 영화들의 뒷심이 뜻밖의 결과로 이어졌습니다,전년보다 수치가 감소했을 거라는 추측이 많았는데 한국 영화들의 뒷심이 뜻밖의 결과로 이어졌습니다,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU001/SPK014KBSCU001F007.wav,무엇보다 연말에 시작된 한국 영화들의 흥행 릴레이가 올초에도 계속되고 있고 상반기에는 더 다양한 장르와 소재의 작품들이 개봉할 예정이라 극장가의 활기는 당분간 계속될 거라는 전망이 나오고 있습니다,무엇보다 연말에 시작된 한국영화들의 흥행릴레이가 올 초에도 계속되고 있고 상반기에는 더 다양한 장르와 소재의 작품들이 개봉할 예정이라 극장가의 활개는 당분간 계속될 거라는 전망이 나오고 있습니다,무엇보다 연말에 시작된 한국 영화들의 흥행 릴레이가 올초에도 계속되고 있고 상반기에는 더 다양한 장로와 소재의 작품들이 개봉할 예정이라 극장가의 활기는 당분간 계속될 거라는 전망이 나오고 있습니다,0.0119,0.0119,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU001/SPK014KBSCU001F004.wav,당초 업계에선 이른바 천만 영화가 택시운전사 한 편에 그치는 등 부진한 한해였다고 평가했지만 연간 관객 수는 이천 십 육 년보다 이백 팔십 사 만 명이 증가한 것으로 나타났습니다,당초 업계에서는 이른바 천만 영화가 택시 운전사 한편에 그치는 등 부진한 한해였다고 평가했지만 연간 관객 수는 2016년보다 284만 명이 증가한 것으로 나타났습니다,당초 업계에선 이른바 천 만 영화가 택시운전사 한 편에 그치는 등 부진한 한해였다고 평가했지만 연간 관객 수는 이천 십 육 년보다 이백 팔십 사 만 명이 증가한 것으로 나타났습니다,0.1528,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU001/SPK014KBSCU001F006.wav,그 결과 지난해 한국 영화는 육 년 연속 관객 수 일 억 명대를 유지했고 점유율도 오십 삼 퍼센트 를 기록했습니다,그 결과 지난해 한국 영화는 6년 연속 관객 수 1억 명대를 유지했고 점유율도 53를 기록했습니다,그 결과 지난해 한국 영화는 육 년 연속 관객 수 일 억 명대를 유지했고 점유율도 오십 삼 퍼센트 를 기록했습니다,0.1818,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU001/SPK014KBSCU001F001.wav,지난해 극장을 찾은 연간 관객 수가 역대 최다치를 기록했습니다,지난해 극장을 찾은 연간관객 수가 역대 최다치를 기록했습니다,지난해 극장을 찾은 연간 관객 수가 역대 최다치를 기록했습니다,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU001/SPK014KBSCU001F005.wav,이는 지난 십 이 월 십 사 일 개봉한 정우성 주연의 강철비를 시작으로 신과 함께 죄와벌 일 구 팔 칠 등 한국 영화 여러 편이 일제히 흥행에 성공하며 막판 반등을 이뤄낸 덕분인데요,이는 지난 12월 14일 개봉한 정우성 주연의 강철비를 시작으로 신과 함께 죄압을 1987 등 한국 영화 여러 편이 일제히 흥행에 성공하며 막판 판 등을 이뤄낸 덕분인데요,이는 지난 십 이 월 십 사 일 개봉한 정우성 주연의 강철비를 시작으로 신과 함께 죄압을 일 구 팔 칠 등 한국 영화 여러 편이 일제히 흥행에 성공하며 막판 반등을 이뤄낸 덕분인데요,0.1571,0.0286,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU001/SPK014KBSCU001F003.wav,영화진흥위원회 자료에 따르면 이천 십 칠 년 극장가 누적 관객 수는 이 억 천 구백 팔십 칠 만 명으로 집계됐습니다,영화진흥위원회 자료에 따르면 2017년 극장과 누적 관객 수는 2억 1987만 명으로 집계됐습니다,영화진흥위원회 자료에 따르면 이천 십 칠 년 극장가 누적 관객 수는 이 억 천 구백 팔십 칠 만 명으로 집계됐습니다,0.2667,0.0,True
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU004/SPK014KBSCU004F007.wav,소식을 접한 누리꾼들은 김주혁 씨를 스크린에서 다시 보게 돼 반갑다면서도 한편으론 고인의 빈자리가 더 크게 느껴질 것 같다며 기대와 그리움을 함께 드러내고 있습니다,소식을 접한 누리꾼들은 김주혁 씨를 스크린에서 다시 보게 돼 반갑다면서도 한편으론 고인의 빈자리가 더 크게 느껴질 것 같다며 기대와 그리움을 함께 드러내고 있습니다,소식을 접한 누리꾼들은 김주혁 씨를 스크린에서 다시 보게 돼 반갑다면서도 한편으론 고인의 빈자리가 더 크게 느껴질 것 같다며 기대와 그리움을 함께 드러내고 있습니다,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU004/SPK014KBSCU004F005.wav,흥부는 그중 한 편입니다,흥분은 그중 한 편입니다,,0.2,1.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU004/SPK014KBSCU004F003.wav,영화 흥부의 배급사 측은 최근 작품의 후반 작업을 마치고 오는 설 연휴 극장 개봉을 확정했다고 밝혔습니다,영화 흥부의 배급사 측은 최근 작품의 후반 작업을 마치고 오는 설 연휴 극장 개봉을 확정했다고 밝혔습니다,영화 흥부의 배급사 측은 최근 작품의 후반 작업을 마치고 오는 설 연휴 극장 개봉을 확정했다고 밝혔습니다,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU004/SPK014KBSCU004F002.wav,고인의 유작인데다 고전소설 흥부전을 재해석한 줄거리도 기대를 모으고 있습니다,고인의 유작인데다 고전소설 흥부전을 재해석한 줄거리 도 기대를 모으고 있습니다,고인의 유작인데다 고전소설 흥부전을 재해석한 줄거리도 기대를 모으고 있습니다,0.0,0.0,False
datasets/Sample/01.원천데이터/SPK014/SPK014KBSCU004/SPK014KBSCU004F004.wav,김주혁 씨는 지난해 십 월 갑작스런 사고가 있기 전 두 편의 영화에서 자신의 분량을 모두 촬영해둔 상태였는데요,김주혁 씨는 지난해 10월 갑작스러운 사고가 있기 전 두편의 영화에서 자신의 분량을 모두 촬영해둔 상태였는데요,김주혁 씨는 지난해 십 월 갑작스런 사고가 있기 전 두 편의 영화에서 자신의 분량을 모두 촬영해둔 상태였는데요,0.0889,0.0,True
